Type,Rooms,Size,Location,Zip code,Price,Region,Bedrooms,Bathrooms,Equipped kitchen,Terrace/Balcony,Parking space,Ground,Garage,Pool,Cellar,Construction date,Construction materials,Website
Appartement,4 pièces,76,Paris 20- Père Lachaise - Réunion,75020,620 000,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-paris-20-75020-4060-006079-833/
Appartement,3 pièces,49,Paris 11- Philippe-Auguste,75011,435 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-paris-11-75011-4058-006079-480/
Appartement,1 pièce,45,Paris 20- Père Lachaise - Réunion,75020,379 000,ile-de-france,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t1-paris-20-75020-4050-006079-124/
Appartement,3 pièces,80,Eaubonne- Centre-ville,95600,284 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-eaubonne-95600-2011-084028-180/
Appartement,3 pièces,64,Franconville- Jean Monnet,95130,269 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-franconville-95130-2003-084028-472/
Appartement,3 pièces,80,Paris 11- Philippe-Auguste,75011,705 000,ile-de-france,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-paris-11-75011-4084-006079-462/
Appartement,3 pièces,63,Franconville- Vieux Marché,95130,254 000,ile-de-france,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-franconville-95130-1986-084028-764/
Appartement,2 pièces,54,Franconville- Hôtel de Ville,95130,210 000,ile-de-france,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-franconville-95130-2020-084028-695/
Appartement,3 pièces,64,Neuilly-sur-Marne- Bourg Ancien,93330,290 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-neuilly-sur-marne-93330-4157-009917-671/
Maison,6 pièces,225,Bailly-Romainvilliers,77700,1 195 000,ile-de-france,5,1,No,No,0,1200,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-bailly-romainvilliers-77700-4333-009929-590/
Appartement,3 pièces,50,Montfermeil- Les Oiseaux,93370,160 000,ile-de-france,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-montfermeil-93370-2650-009043-980/
Appartement,3 pièces,57,Brou-sur-Chantereine,77177,253 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-brou-sur-chantereine-77177-2635-009043-409/
Maison,4 pièces,115,Vaires-sur-Marne,77360,499 000,ile-de-france,3,1,No,No,0,618,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-vaires-sur-marne-77360-2656-009043-345/
Appartement,3 pièces,57,Livry-Gargan- Centre-ville,93190,175 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-livry-gargan-93190-2660-009043-230/
Appartement,3 pièces,56,Claye-Souilly,77410,279 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-claye-souilly-77410-2661-009043-121/
Appartement,3 pièces,67,Courtry,77181,250 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-courtry-77181-2671-009043-382/
Maison,5 pièces,123,Changis-sur-Marne,77660,199 900,ile-de-france,3,,No,No,0,302,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-changis-sur-marne-77660-2812-012903-488/
Appartement,4 pièces,88,Chelles- Mont-Chalâts - Madeleine,77500,280 000,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-chelles-77500-2637-009043-110/
Appartement,4 pièces,81,Vaires-sur-Marne,77360,220 000,ile-de-france,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-vaires-sur-marne-77360-2666-009043-952/
Appartement,2 pièces,71,Meaux- Centre-ville - Cathédrale,77100,165 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-meaux-77100-446-012078-066/
Appartement,3 pièces,72,Suresnes- Cité Jardins,92150,535 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-suresnes-92150-1664-127014-977/
Appartement,4 pièces,73,Brou-sur-Chantereine,77177,200 000,ile-de-france,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-brou-sur-chantereine-77177-2677-009043-006/
Appartement,3 pièces,57,Crosne,91560,169 950,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-crosne-91560-897-098918-918/
Appartement,3 pièces,59,Le Perreux-sur-Marne- Prairie de Nogent - Parclairs,94170,330 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-le-perreux-sur-marne-94170-642-003049-346/
Maison,3 pièces,50,Changis-sur-Marne,77660,146 000,ile-de-france,2,,No,No,0,190,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-changis-sur-marne-77660-11620-012067-157/
Appartement,2 pièces,72,Le Mée-sur-Seine- Les Courtilleraies Nord,77350,144 500,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-le-mee-sur-seine-77350-245-012082-243/
Appartement,3 pièces,54,Nogent-sur-Marne- Les Viselets,94130,320 000,ile-de-france,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-nogent-sur-marne-94130-206-003057-867/
Appartement,5 pièces,108,Noisy-le-Grand- Centre-ville,93160,649 000,ile-de-france,4,2,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t5-noisy-le-grand-93160-7226-009085-343/
Appartement,3 pièces,50,Neuilly-Plaisance- Piscine,93360,199 900,ile-de-france,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-neuilly-plaisance-93360-3497-009926-709/
Maison,5 pièces,200,Saint-Maur-des-Fossés- La Varenne,94210,990 000,ile-de-france,4,1,No,No,0,500,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-saint-maur-des-fosses-94210-3307-003034-491/
Maison,5 pièces,158,Soisy-sous-Montmorency- Jean Mermoz,95230,625 000,ile-de-france,4,2,No,No,0,405,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-soisy-sous-montmorency-95230-579-084032-313/
Appartement,2 pièces,46,Noisy-le-Grand- Centre-ville,93160,159 000,ile-de-france,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-noisy-le-grand-93160-7220-009085-998/
Appartement,2 pièces,53,Meaux- Centre-ville - Cathédrale,77100,163 000,ile-de-france,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-meaux-77100-441-012078-555/
Appartement,3 pièces,62,La Courneuve- Quatre-Routes - Anatole France,93120,255 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-la-courneuve-93120-d2cfc0e1-48d3-469f-ba63-5b3d62a033b4/
Appartement,3 pièces,73,Saint-Maur-des-Fossés- Champignol,94210,435 000,ile-de-france,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-saint-maur-des-fosses-94210-3315-003034-020/
Maison,4 pièces,117,Noisy-le-Grand- Centre-ville,93160,679 000,ile-de-france,3,1,No,No,0,408,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-noisy-le-grand-93160-7227-009085-541/
Appartement,2 pièces,51,Livry-Gargan- L'Abbaye,93190,169 000,ile-de-france,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-livry-gargan-93190-128-009083-533/
Appartement,3 pièces,62,Livry-Gargan- L'Abbaye,93190,135 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-livry-gargan-93190-87-009083-913/
Appartement,2 pièces,42,Les Pavillons-sous-Bois- Fourche,93320,139 000,ile-de-france,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-les-pavillons-sous-bois-93320-61-009083-654/
Appartement,2 pièces,53,Livry-Gargan- L'Abbaye,93190,119 900,ile-de-france,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-livry-gargan-93190-89-009083-370/
Appartement,2 pièces,48,Livry-Gargan- L'Abbaye,93190,179 900,ile-de-france,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-livry-gargan-93190-38-009083-170/
Appartement,4 pièces,78,Livry-Gargan- L'Abbaye,93190,239 000,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-livry-gargan-93190-100-009083-779/
Maison,9 pièces,212,Livry-Gargan- L'Abbaye,93190,899 000,ile-de-france,5,,No,No,0,347,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t9-livry-gargan-93190-85-009083-851/
Maison,4 pièces,114,Livry-Gargan- L'Abbaye,93190,289 000,ile-de-france,3,,No,No,0,265,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-livry-gargan-93190-116-009083-670/
Maison,4 pièces,60,Livry-Gargan- L'Abbaye,93190,229 000,ile-de-france,2,1,No,No,0,255,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-livry-gargan-93190-83-009083-193/
Appartement,3 pièces,48,Livry-Gargan- L'Abbaye,93190,159 000,ile-de-france,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-livry-gargan-93190-92-009083-666/
Appartement,3 pièces,40,Aubervilliers- Paul Bert,93300,249 000,ile-de-france,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-aubervilliers-93300-73-009083-407/
Maison,7 pièces,137,Boissy-le-Châtel,77169,253 000,ile-de-france,5,1,No,No,0,2092,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t7-boissy-le-chatel-77169-3253-012062-950/
Appartement,4 pièces,80,Saint-Maur-des-Fossés- Adamville,94100,480 000,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-saint-maur-des-fosses-94100-3309-003034-487/
Maison,2 pièces,60,Orsay- Mondétour,91400,295 000,ile-de-france,1,1,No,No,0,477,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t2-orsay-91400-4510-098028-779/
Appartement,3 pièces,66,Les Ulis- Nord - Centre-Est,91940,199 500,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-les-ulis-91940-4517-098028-144/
Appartement,4 pièces,76,Chelles- Sud - Foch,77500,199 999,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-chelles-77500-858-009084-650/
Appartement,4 pièces,66,Domont- Ombreval,95330,159 000,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-domont-95330-1359-084025-627/
Appartement,3 pièces,66,Les Ulis- Nord - Centre-Est,91940,199 500,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-les-ulis-91940-4517-098028-144/
Appartement,4 pièces,76,Chelles- Sud - Foch,77500,199 999,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-chelles-77500-858-009084-650/
Appartement,4 pièces,66,Domont- Ombreval,95330,159 000,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-domont-95330-1359-084025-627/
Maison,6 pièces,101,Domont- Poiries - Valdomont,95330,440 000,ile-de-france,5,1,No,No,0,643,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-domont-95330-1347-084025-230/
Maison,5 pièces,130,La Norville,91290,335 000,ile-de-france,4,,No,No,0,282,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-la-norville-91290-4159-098058-438/
Maison,5 pièces,105,La Norville,91290,320 000,ile-de-france,4,1,No,No,0,248,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-la-norville-91290-4163-098058-584/
Appartement,3 pièces,53,Arpajon,91290,167 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-arpajon-91290-4118-098058-526/
Maison,4 pièces,81,Mauchamps,91730,300 000,ile-de-france,3,1,No,No,0,212,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-mauchamps-91730-4141-098058-482/
Appartement,3 pièces,84,Saint-Denis- La Plaine Saint-Denis,93210,399 000,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-saint-denis-93210-3794-010925-751/
Maison,4 pièces,101,Yerres- Rives de l'Yerres - Tournelles,91330,365 000,ile-de-france,3,1,No,No,0,175,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-yerres-91330-924-098021-389/
Maison,6 pièces,130,Nanteuil-sur-Marne,77730,150 000,ile-de-france,4,,No,No,0,235,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-nanteuil-sur-marne-77730-5419-012935-942/
Appartement,3 pièces,75,Paris 20- Saint-Blaise,75020,450 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-paris-20-75020-1277-006081-129/
Appartement,4 pièces,68,Taverny- Les Lignières - Mermoz - Les Ecouardes,95150,179 500,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-taverny-95150-8145-084047-525/
Appartement,4 pièces,63,Paris 15- Georges Brassens,75015,661 500,ile-de-france,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-paris-15-75015-4559-002049-428/
Maison,5 pièces,133,Frémécourt,95830,120 000,ile-de-france,2,,Yes,Yes,0,0,No,No,Yes,1880,Pierres,https://www.orpi.com/annonce-vente-maison-t5-fremecourt-95830-b-e2y03l/
Maison,3 pièces,85,Aubervilliers- Landy-Plaine - Marcreus - Pressensé,93300,450 000,ile-de-france,3,,No,No,0,72,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-aubervilliers-93300-3798-010054-031/
Maison,3 pièces,78,Saint-Clair-sur-Epte,95770,188 300,ile-de-france,2,2,No,Yes,1,293,No,No,Yes,1860,Briques,https://www.orpi.com/annonce-vente-maison-t3-saint-clair-sur-epte-95770-b-e2xtfm/
Appartement,2 pièces,43,Rosny-sous-Bois- Rosny Sud - Gare RER A,93110,180 000,ile-de-france,1,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-rosny-sous-bois-93110-3496-009049-717/
Maison,5 pièces,107,Houdan,78550,465 000,ile-de-france,4,2,No,Yes,2,600,No,No,No,2022,Parpaings,https://www.orpi.com/annonce-vente-maison-t5-houdan-78550-b-e2gmfe/
Appartement,5 pièces,99,Élancourt- La Commanderie - Templiers,78990,273 000,ile-de-france,3,2,Yes,Yes,1,0,No,No,Yes,1977,Béton,https://www.orpi.com/annonce-vente-appartement-t5-elancourt-78990-b-e2yvb5/
Maison,5 pièces,106,Émerainville,77184,389 000,ile-de-france,4,1,No,No,0,180,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-emerainville-77184-6754-009082-842/
Appartement,3 pièces,64,Noisy-le-Grand- Centre-ville,93160,335 000,ile-de-france,2,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-noisy-le-grand-93160-6753-009082-046/
Appartement,4 pièces,107,Paris 10- Canal Saint-Martin - Jemmapes,75010,895 000,ile-de-france,3,2,Yes,No,1,0,No,No,Yes,1965,Béton,https://www.orpi.com/annonce-vente-appartement-t4-paris-10-75010-b-e2yup2/
Appartement,3 pièces,68,Noisy-le-Grand- Centre-ville,93160,254 000,ile-de-france,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-noisy-le-grand-93160-6738-009082-418/
Maison,3 pièces,102,Fontenay-Trésigny,77610,299 500,ile-de-france,2,,No,No,0,685,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-fontenay-tresigny-77610-6740-012065-084/
Appartement,4 pièces,77,Chelles- Gambetta - Aulnoy,77500,199 000,ile-de-france,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-chelles-77500-6654-009082-295/
Maison,5 pièces,140,Vaux-sur-Seine,78740,449 800,ile-de-france,4,1,No,No,0,767,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-vaux-sur-seine-78740-4796-007046-747/
Maison,3 pièces,62,Villiers-Adam,95840,298 000,ile-de-france,2,1,No,No,0,406,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-villiers-adam-95840-2797-084041-197/
Maison,3 pièces,83,Butry-sur-Oise,95430,228 000,ile-de-france,2,1,No,No,0,570,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t3-butry-sur-oise-95430-2796-084041-004/
Appartement,5 pièces,93,Le Mée-sur-Seine- La Croix Blanche,77350,159 500,ile-de-france,4,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t5-le-mee-sur-seine-77350-274-012082-024/
Appartement,3 pièces,68,Fontenay-aux-Roses- Scarron - Sorrières,92260,278 000,ile-de-france,2,1,Yes,Yes,0,0,No,No,Yes,1962,Béton,https://www.orpi.com/annonce-vente-appartement-t3-fontenay-aux-roses-92260-b-e2xwux/
Maison,4 pièces,89,Yerres- Grosbois - Sablière - Mare-Armée,91330,313 200,ile-de-france,3,1,No,No,0,150,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-yerres-91330-200-007086-576/
Maison,4 pièces,112,Morsang-sur-Orge- Cachin,91390,367 500,ile-de-france,3,1,Yes,No,4,805,Yes,No,Yes,1935,Parpaings,https://www.orpi.com/annonce-vente-maison-t4-morsang-sur-orge-91390-b-e2yrh2/
Appartement,5 pièces,105,Fontenay-le-Fleury- Hôtel de ville,78330,222 000,ile-de-france,3,,Yes,Yes,1,0,No,No,Yes,,,https://www.orpi.com/annonce-vente-appartement-t5-fontenay-le-fleury-78330-b-e2qzr9/
Appartement,4 pièces,75,Paris 10- Canal Saint-Martin - Jemmapes,75010,780 000,ile-de-france,3,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-paris-10-75010-12628-003911-201/
Appartement,3 pièces,56,Saint-Maur-des-Fossés- Vieux-Saint-Maur,94100,260 000,ile-de-france,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-saint-maur-des-fosses-94100-12318-003911-371/
Appartement,2 pièces,40,Le Bourget- Square Charles de Gaulle,93350,145 800,ile-de-france,1,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t2-le-bourget-93350-4744-010081-984/
Appartement,2 pièces,49,Paris 20- Jourdain - Telegraphe,75020,419 000,ile-de-france,1,,Yes,No,0,0,No,No,Yes,1975,Béton,https://www.orpi.com/annonce-vente-appartement-t2-paris-20-75020-b-e2ys08/
Maison,4 pièces,93,Saint-Pierre-lès-Nemours,77140,198 000,ile-de-france,3,,No,No,0,1000,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t4-saint-pierre-les-nemours-77140-6747-012936-542/
Appartement,4 pièces,90,Le Plessis-Trévise- Centre-ville - Orly Parc,94420,325 000,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-le-plessis-trevise-94420-8587-003023-352/
Appartement,4 pièces,88,Clichy- Entrée de Ville,92110,420 000,ile-de-france,3,2,No,No,1,0,No,No,Yes,1978,Béton,https://www.orpi.com/annonce-vente-appartement-t4-clichy-92110-b-e2yp84/
Appartement,3 pièces,64,Clichy- République - Victor Hugo,92110,395 000,ile-de-france,2,1,Yes,No,0,0,No,No,Yes,1956,Béton,https://www.orpi.com/annonce-vente-appartement-t3-clichy-92110-b-e2y3ep/
Maison,6 pièces,120,Chelles- Sud - Bords de Marne,77500,549 000,ile-de-france,5,,No,No,0,477,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-chelles-77500-1866-009042-230/
Appartement,3 pièces,60,Le Mée-sur-Seine- La Croix Blanche,77350,155 500,ile-de-france,2,,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t3-le-mee-sur-seine-77350-273-012082-581/
Maison,6 pièces,130,Maisons-Alfort- Charentonneau,94700,939 900,ile-de-france,4,1,No,No,0,480,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t6-maisons-alfort-94700-7718-009013-470/
Appartement,4 pièces,131,Nogent-sur-Marne- Le Bois Porte de Nogent,94130,1 175 000,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-nogent-sur-marne-94130-199-003057-749/
Appartement,4 pièces,76,Goussainville- Buttes Chaumont - Buttes aux Oies - Grand Pré - Demoiselles,95190,208 950,ile-de-france,3,1,No,No,0,0,No,No,No,,,https://www.orpi.com/annonce-vente-appartement-t4-goussainville-95190-4740-010081-212/
Maison,5 pièces,120,Saâcy-sur-Marne,77730,307 000,ile-de-france,4,,No,No,0,801,No,No,No,,,https://www.orpi.com/annonce-vente-maison-t5-saacy-sur-marne-77730-2816-012931-266/
